No,App Name,Database Name,Table Name Matches,Column Name Matches,Reason,Column Description,Remark
60,Maribank DBPortal,cif5,cif_client_bak,ADDRESS,Added as part of BAU v2.79_0105 (CIF),address,cif
61,Maribank DBPortal,cif1,cif_client_bak,ACCT_EXEC,Added as part of BAU v2.79_0105 (CIF),account Manager,cif
62,Maribank DBPortal,cif2,cif_client_bak,ACCT_EXEC,Added as part of BAU v2.79_0105 (CIF),account Manager,cif
63,Maribank DBPortal,cif3,cif_client_bak,ACCT_EXEC,Added as part of BAU v2.79_0105 (CIF),account Manager,cif
64,Maribank DBPortal,cif4,cif_client_bak,ACCT_EXEC,Added as part of BAU v2.79_0105 (CIF),account Manager,cif
65,Maribank DBPortal,cif5,cif_client_bak,ACCT_EXEC,Added as part of BAU v2.79_0105 (CIF),account Manager,cif
66,Maribank DBPortal,cif1,cif_client_bak,COUNTRY_LOC,Added as part of BAU v2.79_0105 (CIF),Country of Citizenship,cif
67,Maribank DBPortal,cif2,cif_client_bak,COUNTRY_LOC,Added as part of BAU v2.79_0105 (CIF),Country of Citizenship,cif
68,Maribank DBPortal,cif3,cif_client_bak,COUNTRY_LOC,Added as part of BAU v2.79_0105 (CIF),Country of Citizenship,cif
69,Maribank DBPortal,cif4,cif_client_bak,COUNTRY_LOC,Added as part of BAU v2.79_0105 (CIF),Country of Citizenship,cif
70,Maribank DBPortal,cif5,cif_client_bak,COUNTRY_LOC,Added as part of BAU v2.79_0105 (CIF),Country of Citizenship,cif
71,Maribank DBPortal,cif1,cif_client_bak,DECLARE_NATIONALITY,Added as part of BAU v2.79_0105 (CIF),declare nationality,cif
72,Maribank DBPortal,cif2,cif_client_bak,DECLARE_NATIONALITY,Added as part of BAU v2.79_0105 (CIF),declare nationality,cif
73,Maribank DBPortal,cif3,cif_client_bak,DECLARE_NATIONALITY,Added as part of BAU v2.79_0105 (CIF),declare nationality,cif
74,Maribank DBPortal,cif4,cif_client_bak,DECLARE_NATIONALITY,Added as part of BAU v2.79_0105 (CIF),declare nationality,cif
75,Maribank DBPortal,cif5,cif_client_bak,DECLARE_NATIONALITY,Added as part of BAU v2.79_0105 (CIF),declare nationality,cif
76,Maribank DBPortal,cif1,cif_client_bak,STATE_LOC,Added as part of BAU v2.79_0105 (CIF),province / State,cif
77,Maribank DBPortal,cif2,cif_client_bak,STATE_LOC,Added as part of BAU v2.79_0105 (CIF),province / State,cif
78,Maribank DBPortal,cif3,cif_client_bak,STATE_LOC,Added as part of BAU v2.79_0105 (CIF),province / State,cif
79,Maribank DBPortal,cif4,cif_client_bak,STATE_LOC,Added as part of BAU v2.79_0105 (CIF),province / State,cif
80,Maribank DBPortal,cif5,cif_client_bak,STATE_LOC,Added as part of BAU v2.79_0105 (CIF),province / State,cif
81,Maribank DBPortal,cif1,cif_client_bak,CLIENT_CITY,Added as part of BAU v2.79_0105 (CIF),City Code,cif
82,Maribank DBPortal,cif2,cif_client_bak,CLIENT_CITY,Added as part of BAU v2.79_0105 (CIF),City Code,cif
83,Maribank DBPortal,cif3,cif_client_bak,CLIENT_CITY,Added as part of BAU v2.79_0105 (CIF),City Code,cif
84,Maribank DBPortal,cif4,cif_client_bak,CLIENT_CITY,Added as part of BAU v2.79_0105 (CIF),City Code,cif
85,Maribank DBPortal,cif5,cif_client_bak,CLIENT_CITY,Added as part of BAU v2.79_0105 (CIF),City Code,cif
86,Maribank DBPortal,cif1,cif_client_bak,COUNTRY_CITIZEN,Added as part of BAU v2.79_0105 (CIF),Birthplace,cif
87,Maribank DBPortal,cif2,cif_client_bak,COUNTRY_CITIZEN,Added as part of BAU v2.79_0105 (CIF),Birthplace,cif
88,Maribank DBPortal,cif3,cif_client_bak,COUNTRY_CITIZEN,Added as part of BAU v2.79_0105 (CIF),Birthplace,cif
89,Maribank DBPortal,cif4,cif_client_bak,COUNTRY_CITIZEN,Added as part of BAU v2.79_0105 (CIF),Birthplace,cif
90,Maribank DBPortal,cif5,cif_client_bak,COUNTRY_CITIZEN,Added as part of BAU v2.79_0105 (CIF),Birthplace,cif
91,Maribank DBPortal,cif1,cif_client_bak,COUNTRY_RISK,Added as part of BAU v2.79_0105 (CIF),National Risk Control,cif
92,Maribank DBPortal,cif2,cif_client_bak,COUNTRY_RISK,Added as part of BAU v2.79_0105 (CIF),National Risk Control,cif
93,Maribank DBPortal,cif3,cif_client_bak,COUNTRY_RISK,Added as part of BAU v2.79_0105 (CIF),National Risk Control,cif
94,Maribank DBPortal,cif4,cif_client_bak,COUNTRY_RISK,Added as part of BAU v2.79_0105 (CIF),National Risk Control,cif
95,Maribank DBPortal,cif5,cif_client_bak,COUNTRY_RISK,Added as part of BAU v2.79_0105 (CIF),National Risk Control,cif
96,Maribank DBPortal,cif1,cif_client_bak,CTRL_BRANCH,Added as part of BAU v2.79_0105 (CIF),Control Branch,cif
97,Maribank DBPortal,cif2,cif_client_bak,CTRL_BRANCH,Added as part of BAU v2.79_0105 (CIF),Control Branch,cif
98,Maribank DBPortal,cif3,cif_client_bak,CTRL_BRANCH,Added as part of BAU v2.79_0105 (CIF),Control Branch,cif
99,Maribank DBPortal,cif4,cif_client_bak,CTRL_BRANCH,Added as part of BAU v2.79_0105 (CIF),Control Branch,cif
100,Maribank DBPortal,cif5,cif_client_bak,CTRL_BRANCH,Added as part of BAU v2.79_0105 (CIF),Control Branch,cif
101,Maribank DBPortal,cif1,cif_client_bak,PROFIT_CENTRE,Added as part of BAU v2.79_0105 (CIF),Profit Center,cif
102,Maribank DBPortal,cif2,cif_client_bak,PROFIT_CENTRE,Added as part of BAU v2.79_0105 (CIF),Profit Center,cif
103,Maribank DBPortal,cif3,cif_client_bak,PROFIT_CENTRE,Added as part of BAU v2.79_0105 (CIF),Profit Center,cif
104,Maribank DBPortal,cif4,cif_client_bak,PROFIT_CENTRE,Added as part of BAU v2.79_0105 (CIF),Profit Center,cif
105,Maribank DBPortal,cif5,cif_client_bak,PROFIT_CENTRE,Added as part of BAU v2.79_0105 (CIF),Profit Center,cif
106,Maribank DBPortal,cif1,cif_client_bak,CLASS_1,Added as part of BAU v2.79_0105 (CIF),Category 1,cif
107,Maribank DBPortal,cif2,cif_client_bak,CLASS_1,Added as part of BAU v2.79_0105 (CIF),Category 1,cif
108,Maribank DBPortal,cif3,cif_client_bak,CLASS_1,Added as part of BAU v2.79_0105 (CIF),Category 1,cif
109,Maribank DBPortal,cif4,cif_client_bak,CLASS_1,Added as part of BAU v2.79_0105 (CIF),Category 1,cif
110,Maribank DBPortal,cif5,cif_client_bak,CLASS_1,Added as part of BAU v2.79_0105 (CIF),Category 1,cif
111,Maribank DBPortal,cif1,cif_client_bak,CLASS_2,Added as part of BAU v2.79_0105 (CIF),Category 2,cif
112,Maribank DBPortal,cif2,cif_client_bak,CLASS_2,Added as part of BAU v2.79_0105 (CIF),Category 2,cif
113,Maribank DBPortal,cif3,cif_client_bak,CLASS_2,Added as part of BAU v2.79_0105 (CIF),Category 2,cif
114,Maribank DBPortal,cif4,cif_client_bak,CLASS_2,Added as part of BAU v2.79_0105 (CIF),Category 2,cif
115,Maribank DBPortal,cif5,cif_client_bak,CLASS_2,Added as part of BAU v2.79_0105 (CIF),Category 2,cif
116,Maribank DBPortal,cif1,cif_client_bak,CLASS_3,Added as part of BAU v2.79_0105 (CIF),Category 3,cif
117,Maribank DBPortal,cif2,cif_client_bak,CLASS_3,Added as part of BAU v2.79_0105 (CIF),Category 3,cif
118,Maribank DBPortal,cif3,cif_client_bak,CLASS_3,Added as part of BAU v2.79_0105 (CIF),Category 3,cif
119,Maribank DBPortal,cif4,cif_client_bak,CLASS_3,Added as part of BAU v2.79_0105 (CIF),Category 3,cif
120,Maribank DBPortal,cif5,cif_client_bak,CLASS_3,Added as part of BAU v2.79_0105 (CIF),Category 3,cif
121,Maribank DBPortal,cif1,cif_client_bak,CLASS_4,Added as part of BAU v2.79_0105 (CIF),Category 4,cif
122,Maribank DBPortal,cif2,cif_client_bak,CLASS_4,Added as part of BAU v2.79_0105 (CIF),Category 4,cif
123,Maribank DBPortal,cif3,cif_client_bak,CLASS_4,Added as part of BAU v2.79_0105 (CIF),Category 4,cif
124,Maribank DBPortal,cif4,cif_client_bak,CLASS_4,Added as part of BAU v2.79_0105 (CIF),Category 4,cif
125,Maribank DBPortal,cif5,cif_client_bak,CLASS_4,Added as part of BAU v2.79_0105 (CIF),Category 4,cif
126,Maribank DBPortal,cif1,cif_client_bak,CLASS_5,Added as part of BAU v2.79_0105 (CIF),Category 5,cif
127,Maribank DBPortal,cif2,cif_client_bak,CLASS_5,Added as part of BAU v2.79_0105 (CIF),Category 5,cif
128,Maribank DBPortal,cif3,cif_client_bak,CLASS_5,Added as part of BAU v2.79_0105 (CIF),Category 5,cif
129,Maribank DBPortal,cif4,cif_client_bak,CLASS_5,Added as part of BAU v2.79_0105 (CIF),Category 5,cif
130,Maribank DBPortal,cif5,cif_client_bak,CLASS_5,Added as part of BAU v2.79_0105 (CIF),Category 5,cif
131,Maribank DBPortal,cif1,cif_client_bak,NARRATIVE,Added as part of BAU v2.79_0105 (CIF),"Abstract, use the account when the account, cancel the account when the cause of cancellation",cif
132,Maribank DBPortal,cif2,cif_client_bak,NARRATIVE,Added as part of BAU v2.79_0105 (CIF),"Abstract, use the account when the account, cancel the account when the cause of cancellation",cif
133,Maribank DBPortal,cif3,cif_client_bak,NARRATIVE,Added as part of BAU v2.79_0105 (CIF),"Abstract, use the account when the account, cancel the account when the cause of cancellation",cif
134,Maribank DBPortal,cif4,cif_client_bak,NARRATIVE,Added as part of BAU v2.79_0105 (CIF),"Abstract, use the account when the account, cancel the account when the cause of cancellation",cif
135,Maribank DBPortal,cif5,cif_client_bak,NARRATIVE,Added as part of BAU v2.79_0105 (CIF),"Abstract, use the account when the account, cancel the account when the cause of cancellation",cif
136,Maribank DBPortal,cif1,cif_client_bak,INTERNAL_IND,Added as part of BAU v2.79_0105 (CIF),Whether internal customers,cif
137,Maribank DBPortal,cif2,cif_client_bak,INTERNAL_IND,Added as part of BAU v2.79_0105 (CIF),Whether internal customers,cif
138,Maribank DBPortal,cif3,cif_client_bak,INTERNAL_IND,Added as part of BAU v2.79_0105 (CIF),Whether internal customers,cif
139,Maribank DBPortal,cif4,cif_client_bak,INTERNAL_IND,Added as part of BAU v2.79_0105 (CIF),Whether internal customers,cif
140,Maribank DBPortal,cif5,cif_client_bak,INTERNAL_IND,Added as part of BAU v2.79_0105 (CIF),Whether internal customers,cif
141,Maribank DBPortal,cif1,cif_client_bak,TAXABLE_IND,Added as part of BAU v2.79_0105 (CIF),Are taxes,cif
142,Maribank DBPortal,cif2,cif_client_bak,TAXABLE_IND,Added as part of BAU v2.79_0105 (CIF),Are taxes,cif
143,Maribank DBPortal,cif3,cif_client_bak,TAXABLE_IND,Added as part of BAU v2.79_0105 (CIF),Are taxes,cif
144,Maribank DBPortal,cif4,cif_client_bak,TAXABLE_IND,Added as part of BAU v2.79_0105 (CIF),Are taxes,cif
145,Maribank DBPortal,cif5,cif_client_bak,TAXABLE_IND,Added as part of BAU v2.79_0105 (CIF),Are taxes,cif
146,Maribank DBPortal,cif1,cif_client_bak,CLIENT_SPREAD,Added as part of BAU v2.79_0105 (CIF),The proportion of customers preferential exchange rate,cif
147,Maribank DBPortal,cif2,cif_client_bak,CLIENT_SPREAD,Added as part of BAU v2.79_0105 (CIF),The proportion of customers preferential exchange rate,cif
148,Maribank DBPortal,cif3,cif_client_bak,CLIENT_SPREAD,Added as part of BAU v2.79_0105 (CIF),The proportion of customers preferential exchange rate,cif
149,Maribank DBPortal,cif4,cif_client_bak,CLIENT_SPREAD,Added as part of BAU v2.79_0105 (CIF),The proportion of customers preferential exchange rate,cif
150,Maribank DBPortal,cif5,cif_client_bak,CLIENT_SPREAD,Added as part of BAU v2.79_0105 (CIF),The proportion of customers preferential exchange rate,cif
151,Maribank DBPortal,cif1,cif_client_bak,RISK_WEIGHT,Added as part of BAU v2.79_0105 (CIF),Risk weight,cif
152,Maribank DBPortal,cif2,cif_client_bak,RISK_WEIGHT,Added as part of BAU v2.79_0105 (CIF),Risk weight,cif
153,Maribank DBPortal,cif3,cif_client_bak,RISK_WEIGHT,Added as part of BAU v2.79_0105 (CIF),Risk weight,cif
154,Maribank DBPortal,cif4,cif_client_bak,RISK_WEIGHT,Added as part of BAU v2.79_0105 (CIF),Risk weight,cif
155,Maribank DBPortal,cif5,cif_client_bak,RISK_WEIGHT,Added as part of BAU v2.79_0105 (CIF),Risk weight,cif
156,Maribank DBPortal,cif1,cif_client_bak,STATUS_INFO,Added as part of BAU v2.79_0105 (CIF),status description,cif
157,Maribank DBPortal,cif2,cif_client_bak,STATUS_INFO,Added as part of BAU v2.79_0105 (CIF),status description,cif
158,Maribank DBPortal,cif3,cif_client_bak,STATUS_INFO,Added as part of BAU v2.79_0105 (CIF),status description,cif
159,Maribank DBPortal,cif4,cif_client_bak,STATUS_INFO,Added as part of BAU v2.79_0105 (CIF),status description,cif
160,Maribank DBPortal,cif5,cif_client_bak,STATUS_INFO,Added as part of BAU v2.79_0105 (CIF),status description,cif
161,Maribank DBPortal,cif1,cif_client_bak,CLIENT_STATUS,Added as part of BAU v2.79_0105 (CIF),Customer Status,cif
162,Maribank DBPortal,cif2,cif_client_bak,CLIENT_STATUS,Added as part of BAU v2.79_0105 (CIF),Customer Status,cif
163,Maribank DBPortal,cif3,cif_client_bak,CLIENT_STATUS,Added as part of BAU v2.79_0105 (CIF),Customer Status,cif
164,Maribank DBPortal,cif4,cif_client_bak,CLIENT_STATUS,Added as part of BAU v2.79_0105 (CIF),Customer Status,cif
165,Maribank DBPortal,cif5,cif_client_bak,CLIENT_STATUS,Added as part of BAU v2.79_0105 (CIF),Customer Status,cif
166,Maribank DBPortal,cif1,cif_client_bak,TRAN_STATUS,Added as part of BAU v2.79_0105 (CIF),Customer trading status,cif
167,Maribank DBPortal,cif2,cif_client_bak,TRAN_STATUS,Added as part of BAU v2.79_0105 (CIF),Customer trading status,cif
168,Maribank DBPortal,cif3,cif_client_bak,TRAN_STATUS,Added as part of BAU v2.79_0105 (CIF),Customer trading status,cif
169,Maribank DBPortal,cif4,cif_client_bak,TRAN_STATUS,Added as part of BAU v2.79_0105 (CIF),Customer trading status,cif
170,Maribank DBPortal,cif5,cif_client_bak,TRAN_STATUS,Added as part of BAU v2.79_0105 (CIF),Customer trading status,cif
171,Maribank DBPortal,cif1,cif_client_bak,CLOSED_DATE,Added as part of BAU v2.79_0105 (CIF),Close Date,cif
172,Maribank DBPortal,cif2,cif_client_bak,CLOSED_DATE,Added as part of BAU v2.79_0105 (CIF),Close Date,cif
173,Maribank DBPortal,cif3,cif_client_bak,CLOSED_DATE,Added as part of BAU v2.79_0105 (CIF),Close Date,cif
174,Maribank DBPortal,cif4,cif_client_bak,CLOSED_DATE,Added as part of BAU v2.79_0105 (CIF),Close Date,cif
175,Maribank DBPortal,cif5,cif_client_bak,CLOSED_DATE,Added as part of BAU v2.79_0105 (CIF),Close Date,cif
176,Maribank DBPortal,cif1,cif_client_bak,CLIENT_INDICATOR,Added as part of BAU v2.79_0105 (CIF),Customer Identification,cif
177,Maribank DBPortal,cif2,cif_client_bak,CLIENT_INDICATOR,Added as part of BAU v2.79_0105 (CIF),Customer Identification,cif
178,Maribank DBPortal,cif3,cif_client_bak,CLIENT_INDICATOR,Added as part of BAU v2.79_0105 (CIF),Customer Identification,cif
179,Maribank DBPortal,cif4,cif_client_bak,CLIENT_INDICATOR,Added as part of BAU v2.79_0105 (CIF),Customer Identification,cif
180,Maribank DBPortal,cif5,cif_client_bak,CLIENT_INDICATOR,Added as part of BAU v2.79_0105 (CIF),Customer Identification,cif
181,Maribank DBPortal,cif1,cif_client_bak,DISTRICT,Added as part of BAU v2.79_0105 (CIF),Area Code,cif
182,Maribank DBPortal,cif2,cif_client_bak,DISTRICT,Added as part of BAU v2.79_0105 (CIF),Area Code,cif
183,Maribank DBPortal,cif3,cif_client_bak,DISTRICT,Added as part of BAU v2.79_0105 (CIF),Area Code,cif
184,Maribank DBPortal,cif4,cif_client_bak,DISTRICT,Added as part of BAU v2.79_0105 (CIF),Area Code,cif
185,Maribank DBPortal,cif5,cif_client_bak,DISTRICT,Added as part of BAU v2.79_0105 (CIF),Area Code,cif
186,Maribank DBPortal,cif1,cif_client_bak,POSTAL_CODE,Added as part of BAU v2.79_0105 (CIF),Zip code,cif
187,Maribank DBPortal,cif2,cif_client_bak,POSTAL_CODE,Added as part of BAU v2.79_0105 (CIF),Zip code,cif
188,Maribank DBPortal,cif3,cif_client_bak,POSTAL_CODE,Added as part of BAU v2.79_0105 (CIF),Zip code,cif
189,Maribank DBPortal,cif4,cif_client_bak,POSTAL_CODE,Added as part of BAU v2.79_0105 (CIF),Zip code,cif
190,Maribank DBPortal,cif5,cif_client_bak,POSTAL_CODE,Added as part of BAU v2.79_0105 (CIF),Zip code,cif
191,Maribank DBPortal,cif1,cif_client_bak,CONTROL_DEPT,Added as part of BAU v2.79_0105 (CIF),department,cif
192,Maribank DBPortal,cif2,cif_client_bak,CONTROL_DEPT,Added as part of BAU v2.79_0105 (CIF),department,cif
193,Maribank DBPortal,cif3,cif_client_bak,CONTROL_DEPT,Added as part of BAU v2.79_0105 (CIF),department,cif
194,Maribank DBPortal,cif4,cif_client_bak,CONTROL_DEPT,Added as part of BAU v2.79_0105 (CIF),department,cif
195,Maribank DBPortal,cif5,cif_client_bak,CONTROL_DEPT,Added as part of BAU v2.79_0105 (CIF),department,cif
196,Maribank DBPortal,cif1,cif_client_bak,SOURCE_TYPE,Added as part of BAU v2.79_0105 (CIF),See channel type channels defined fm_channel table,cif
197,Maribank DBPortal,cif2,cif_client_bak,SOURCE_TYPE,Added as part of BAU v2.79_0105 (CIF),See channel type channels defined fm_channel table,cif
198,Maribank DBPortal,cif3,cif_client_bak,SOURCE_TYPE,Added as part of BAU v2.79_0105 (CIF),See channel type channels defined fm_channel table,cif
199,Maribank DBPortal,cif4,cif_client_bak,SOURCE_TYPE,Added as part of BAU v2.79_0105 (CIF),See channel type channels defined fm_channel table,cif
200,Maribank DBPortal,cif5,cif_client_bak,SOURCE_TYPE,Added as part of BAU v2.79_0105 (CIF),See channel type channels defined fm_channel table,cif
201,Maribank DBPortal,cif1,cif_client_bak,WRITTEN_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Written language,cif
202,Maribank DBPortal,cif2,cif_client_bak,WRITTEN_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Written language,cif
203,Maribank DBPortal,cif3,cif_client_bak,WRITTEN_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Written language,cif
204,Maribank DBPortal,cif4,cif_client_bak,WRITTEN_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Written language,cif
205,Maribank DBPortal,cif5,cif_client_bak,WRITTEN_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Written language,cif
206,Maribank DBPortal,cif1,cif_client_bak,SPOKEN_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Spoken language,cif
207,Maribank DBPortal,cif2,cif_client_bak,SPOKEN_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Spoken language,cif
208,Maribank DBPortal,cif3,cif_client_bak,SPOKEN_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Spoken language,cif
209,Maribank DBPortal,cif4,cif_client_bak,SPOKEN_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Spoken language,cif
210,Maribank DBPortal,cif5,cif_client_bak,SPOKEN_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Spoken language,cif
211,Maribank DBPortal,cif1,cif_client_bak,PRINT_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Print Language,cif
212,Maribank DBPortal,cif2,cif_client_bak,PRINT_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Print Language,cif
213,Maribank DBPortal,cif3,cif_client_bak,PRINT_LANGUAGE,Added as part of BAU v2.79_0105 (CIF),Print Language,cif
